Base_Name,Total_Num,Daily_Raw
After Hours,2095005578,1194281.0
Christmas & Chill,1916369436,175128.0
Christmas Kisses,2194254765,170749.0
Dangerous Woman,8576294208,4271492.0
My Everything,8403366284,3889969.0
Positions,6353348574,2028450.0
Starboy,1250285066,494542.0
Sweet Talker,1638520715,571081.0
Sweetener,5792924415,1777124.0
The Remix,43150656,6276.0
When Christmas Comes Around...,287870502,34257.0
Wicked: For Good,87963452,501941.0
Wicked: OST,791502870,673995.0
Wicked: One Wonderful Night,20309499,67999.0
Yours Truly,2223337884,875693.0
Yours Truly (Tenth Anniversary Edition),2283413658,910736.0
k bye for now,346328521,111586.0
"thank u, next",9263743703,3612876.0
eternal sunshine deluxe: brighter days ahead,6407950820,5165243.0
