Base_Name,Total_Num,Daily_Raw
After Hours,2147091886,1044668
Christmas & Chill,1921972340,78187
Christmas Kisses,2199593847,72534
Dangerous Woman,8773180466,3828532
My Everything,8593999319,3867054
Positions,6446174631,1818417
Starboy,1274641017,490125
Sweet Talker,1662514588,472811
Sweetener,5872308523,1700323
The Remix,43465042,6640
When Christmas Comes Around...,288554542,8616
Wicked: For Good,102658211,220905
Wicked: OST,816312867,431100
Wicked: One Wonderful Night,22548512,35455
Yours Truly,2261858922,778015
Yours Truly (Tenth Anniversary Edition),2323505845,810605
k bye for now,351200317,101782
"thank u, next",9439030204,3291162
eternal sunshine deluxe: brighter days ahead,6642297321,4600379
