Base_Name,Total_Num,Daily_Raw
After Hours,2090381610,1013810.0
Christmas & Chill,1915603841,223043.0
Christmas Kisses,2193495066,231739.0
Dangerous Woman,8558958890,3931999.0
My Everything,8387611797,3475415.0
Positions,6345017831,1897130.0
Starboy,1248300963,461817.0
Sweet Talker,1636393911,478516.0
Sweetener,5785828108,1546810.0
The Remix,43124803,5933.0
When Christmas Comes Around...,287712686,48287.0
Wicked: For Good,85874473,511493.0
Wicked: OST,788723465,694624.0
Wicked: One Wonderful Night,20022451,66857.0
Yours Truly,2219971978,738431.0
Yours Truly (Tenth Anniversary Edition),2279907979,768512.0
k bye for now,345884444,94044.0
"thank u, next",9248705449,3369799.0
eternal sunshine deluxe: brighter days ahead,6386128539,4859015.0
