Base_Name,Total_Num,Daily_Raw
After Hours,2107113529,990276.0
Christmas & Chill,1918065980,136540.0
Christmas Kisses,2195895385,130076.0
Dangerous Woman,8623185340,4105785.0
My Everything,8446258695,3863862.0
Positions,6374728978,1865097.0
Starboy,1255883417,496740.0
Sweet Talker,1644100063,485006.0
Sweetener,5811671870,1637691.0
The Remix,43220274,5593.0
When Christmas Comes Around...,288152142,14259.0
Wicked: For Good,92471072,349953.0
Wicked: OST,798075958,518444.0
Wicked: One Wonderful Night,20955781,53688.0
Yours Truly,2232249634,798457.0
Yours Truly (Tenth Anniversary Edition),2292681435,830456.0
k bye for now,347466992,103217.0
"thank u, next",9303882615,3602018.0
eternal sunshine deluxe: brighter days ahead,6462645012,4632244.0
