Base_Name,Total_Num,Daily_Raw
After Hours,2046557152,1102021
Christmas & Chill,1754093953,4271681
Christmas Kisses,2002917153,4914518
Dangerous Woman,8404299952,4151328
My Everything,8247002991,3678750
Positions,6269948135,2152141
Starboy,1229461959,531053
Sweet Talker,1617256482,493216
Sweetener,5721431722,1773032
The Remix,42896375,5336
When Christmas Comes Around...,231106345,0
Wicked: For Good,51179266,1968176
Wicked: OST,748102619,1915361
Wicked: One Wonderful Night,15305958,274991
Yours Truly,2190286859,840905
Yours Truly (Tenth Anniversary Edition),2248962987,879341
k bye for now,341954458,123748
"thank u, next",9106840063,3703966
eternal sunshine deluxe: brighter days ahead,6178957315,6394192
