Base_Name,Total_Num,Daily_Raw
After Hours,2099497080,1082591
Christmas & Chill,1917040281,155929
Christmas Kisses,2194912099,152030
Dangerous Woman,8593351635,4317165
My Everything,8418831654,3915316
Positions,6361088815,1986851
Starboy,1252336401,524526
Sweet Talker,1640604938,502230
Sweetener,5799783045,1688718
The Remix,43176628,6024
When Christmas Comes Around...,287997536,28964
Wicked: For Good,89724821,429509
Wicked: OST,794038647,614522
Wicked: One Wonderful Night,20549389,60373
Yours Truly,2226528116,797122
Yours Truly (Tenth Anniversary Edition),2286730983,829814
k bye for now,346739835,105219
"thank u, next",9278173667,3648479
eternal sunshine deluxe: brighter days ahead,6427787974,5076878
