Base_Name,Total_Num,Daily_Raw
After Hours,2115683933,1234402
Christmas & Chill,1919116101,123369
Christmas Kisses,2196900513,117084
Dangerous Woman,8655501274,4115098
My Everything,8476405652,3716878
Positions,6389978627,2013029
Starboy,1259766243,517799
Sweet Talker,1647894046,502050
Sweetener,5824436846,1651427
The Remix,43268161,6053
When Christmas Comes Around...,288256153,12789
Wicked: For Good,95186959,318040
Wicked: OST,802487574,545240
Wicked: One Wonderful Night,21364254,48751
Yours Truly,2238628768,808299
Yours Truly (Tenth Anniversary Edition),2299318563,840796
k bye for now,348283501,100943
"thank u, next",9333879805,3676074
eternal sunshine deluxe: brighter days ahead,6501726212,4938687
