Base_Name,Total_Num,Daily_Raw
After Hours,2054207951,1191657
Christmas & Chill,1788625876,4438284
Christmas Kisses,2043001764,5167729
Dangerous Woman,8432441979,4161951
My Everything,8271562043,3627400
Positions,6284264238,2149280
Starboy,1233173167,560999
Sweet Talker,1620700123,486289
Sweetener,5733496611,1860179
The Remix,42931972,5948
When Christmas Comes Around...,242817572,1516912
Wicked: For Good,61602123,1358923
Wicked: OST,759001759,1374479
Wicked: One Wonderful Night,16690207,180104
Yours Truly,2196043648,855368
Yours Truly (Tenth Anniversary Edition),2254974918,896115
k bye for now,342695022,111247
"thank u, next",9132647949,3816790
eternal sunshine deluxe: brighter days ahead,6220873014,5922475
