Base_Name,Total_Num,Daily_Raw
After Hours,2060532585,1036578.0
Christmas & Chill,1819979105,5008528.0
Christmas Kisses,2079920432,5878697.0
Dangerous Woman,8457014380,4226735.0
My Everything,8293899134,3740183.0
Positions,6296271385,2107569.0
Starboy,1236274546,531780.0
Sweet Talker,1623585234,477449.0
Sweetener,5743908017,1771054.0
The Remix,42968053,5789.0
When Christmas Comes Around...,253737988,1742259.0
Wicked: For Good,68471217,1045921.0
Wicked: OST,766399696,1133709.0
Wicked: One Wonderful Night,17670709,147153.0
Yours Truly,2200929875,832958.0
Yours Truly (Tenth Anniversary Edition),2260061368,866586.0
k bye for now,343334823,109072.0
"thank u, next",9155210496,3937593.0
eternal sunshine deluxe: brighter days ahead,6253231188,5509796.0
