Base_Name,Total_Num,Daily_Raw
After Hours,2150885118,932555.0
Christmas & Chill,1922279920,76128.0
Christmas Kisses,2199884024,71153.0
Dangerous Woman,8787532040,3673543.0
My Everything,8608854611,3743633.0
Positions,6452994325,1758078.0
Starboy,1276402278,428269.0
Sweet Talker,1664419082,463091.0
Sweetener,5878406299,1547134.0
The Remix,43490810,6266.0
When Christmas Comes Around...,288587679,8222.0
Wicked: For Good,103584221,235744.0
Wicked: OST,818097765,429653.0
Wicked: One Wonderful Night,22679029,34112.0
Yours Truly,2264670116,717652.0
Yours Truly (Tenth Anniversary Edition),2326431837,748339.0
k bye for now,351573705,94180.0
"thank u, next",9451680439,3254119.0
eternal sunshine deluxe: brighter days ahead,6659842504,4589199.0
