Base_Name,Total_Num,Daily_Raw
After Hours,2114449531,989784.0
Christmas & Chill,1918992732,123034.0
Christmas Kisses,2196783429,117274.0
Dangerous Woman,8651386176,3802234.0
My Everything,8472693958,3618078.0
Positions,6387965598,1832052.0
Starboy,1259248444,466480.0
Sweet Talker,1647391996,459137.0
Sweetener,5822785419,1491351.0
The Remix,43262108,5558.0
When Christmas Comes Around...,288243364,12232.0
Wicked: For Good,94868919,318177.0
Wicked: OST,801942334,554103.0
Wicked: One Wonderful Night,21315503,49310.0
Yours Truly,2237820469,781501.0
Yours Truly (Tenth Anniversary Edition),2298477767,812969.0
k bye for now,348182558,96720.0
"thank u, next",9330203731,3591770.0
eternal sunshine deluxe: brighter days ahead,6496787525,4777214.0
