Base_Name,Total_Num,Daily_Raw
After Hours,2065953723,997665.0
Christmas & Chill,1851662843,6999062.0
Christmas Kisses,2117345089,8205083.0
Dangerous Woman,8477669953,3738487.0
My Everything,8312810254,3446512.0
Positions,6306110248,1744365.0
Starboy,1238696725,459762.0
Sweet Talker,1626089608,447873.0
Sweetener,5752751696,1552146.0
The Remix,42998108,5612.0
When Christmas Comes Around...,264986973,2459003.0
Wicked: For Good,72969760,733145.0
Wicked: OST,771713243,942863.0
Wicked: One Wonderful Night,18289433,101818.0
Yours Truly,2204855208,680751.0
Yours Truly (Tenth Anniversary Edition),2264154396,710126.0
k bye for now,343866812,91388.0
"thank u, next",9174085585,3509985.0
eternal sunshine deluxe: brighter days ahead,6279701979,4777193.0
