Base_Name,Total_Num,Daily_Raw
After Hours,2077476748,2238954.0
Christmas & Chill,1911859544,1259376.0
Christmas Kisses,2189378640,1522214.0
Dangerous Woman,8515809533,4322731.0
My Everything,8347385028,4152101.0
Positions,6324216520,2099106.0
Starboy,1243182317,476055.0
Sweet Talker,1630877567,599511.0
Sweetener,5768068870,1692596.0
The Remix,43056150,7959.0
When Christmas Comes Around...,286808808,367860.0
Wicked: For Good,79573565,680521.0
Wicked: OST,780438393,916588.0
Wicked: One Wonderful Night,19174962,89919.0
Yours Truly,2211820149,754575.0
Yours Truly (Tenth Anniversary Edition),2271418656,787031.0
k bye for now,344807847,97319.0
"thank u, next",9209546832,3977029.0
eternal sunshine deluxe: brighter days ahead,6329270126,5738438.0
