Base_Name,Total_Num,Daily_Raw
After Hours,2097315856,1100888.0
Christmas & Chill,1916720536,175901.0
Christmas Kisses,2194599062,174371.0
Dangerous Woman,8584982492,4237850.0
My Everything,8411313750,3943328.0
Positions,6357270026,1892365.0
Starboy,1251311595,525834.0
Sweet Talker,1639621327,525965.0
Sweetener,5796535559,1727389.0
The Remix,43164645,7288.0
When Christmas Comes Around...,287938534,33438.0
Wicked: For Good,88892543,442428.0
Wicked: OST,792846429,655328.0
Wicked: One Wonderful Night,20435884,59544.0
Yours Truly,2224986918,819270.0
Yours Truly (Tenth Anniversary Edition),2285127879,850175.0
k bye for now,346539579,102330.0
"thank u, next",9271160758,3680858.0
eternal sunshine deluxe: brighter days ahead,6418092071,4895770.0
