Base_Name,Total_Num,Daily_Raw
After Hours,2096214968,1209390.0
Christmas & Chill,1916544635,175199.0
Christmas Kisses,2194424691,169926.0
Dangerous Woman,8580744642,4450434.0
My Everything,8407374399,4012876.0
Positions,6355377661,2029087.0
Starboy,1250785761,500695.0
Sweet Talker,1639095362,574647.0
Sweetener,5794808170,1883755.0
The Remix,43157357,6701.0
When Christmas Comes Around...,287905096,34594.0
Wicked: For Good,88450115,486663.0
Wicked: OST,792191101,688231.0
Wicked: One Wonderful Night,20376340,66841.0
Yours Truly,2224167648,829764.0
Yours Truly (Tenth Anniversary Edition),2284277704,864046.0
k bye for now,346437249,108728.0
"thank u, next",9267479900,3736197.0
eternal sunshine deluxe: brighter days ahead,6413196301,5245481.0
