Base_Name,Total_Num,Daily_Raw
After Hours,2080068902,1304728.0
Christmas & Chill,1912941575,481620.0
Christmas Kisses,2190615485,547657.0
Dangerous Woman,8522521807,3646265.0
My Everything,8353674146,3402210.0
Positions,6327485927,1777393.0
Starboy,1244015542,454363.0
Sweet Talker,1631811912,518790.0
Sweetener,5770805473,1497884.0
The Remix,43067313,5934.0
When Christmas Comes Around...,287089957,118497.0
Wicked: For Good,80667985,611102.0
Wicked: OST,781930536,814918.0
Wicked: One Wonderful Night,19321137,80102.0
Yours Truly,2213054957,669050.0
Yours Truly (Tenth Anniversary Edition),2272705753,698101.0
k bye for now,344974748,94479.0
"thank u, next",9215884922,3462921.0
eternal sunshine deluxe: brighter days ahead,6338504676,4971481.0
