Base_Name,Total_Num,Daily_Raw
After Hours,2058490546,999205.0
Christmas & Chill,1810219194,5677986.0
Christmas Kisses,2068459328,6706688.0
Dangerous Woman,8448731068,3730716.0
My Everything,8286560686,3408885.0
Positions,6292172750,1797361.0
Starboy,1235215832,488973.0
Sweet Talker,1622637213,447042.0
Sweetener,5740447298,1561122.0
The Remix,42956745,5457.0
When Christmas Comes Around...,250358343,1984977.0
Wicked: For Good,66351637,1002225.0
Wicked: OST,764116860,1133301.0
Wicked: One Wonderful Night,17368189,143625.0
Yours Truly,2199311612,761936.0
Yours Truly (Tenth Anniversary Edition),2258376660,792096.0
k bye for now,343120507,94467.0
"thank u, next",9147605164,3440370.0
eternal sunshine deluxe: brighter days ahead,6242501939,4881303.0
