Base_Name,Total_Num,Daily_Raw
After Hours,2091515217,1133607.0
Christmas & Chill,1915812731,208890.0
Christmas Kisses,2193704699,209633.0
Dangerous Woman,8563203015,4244125.0
My Everything,8391389675,3784704.0
Positions,6347100464,2082633.0
Starboy,1248799226,498263.0
Sweet Talker,1636896402,502491.0
Sweetener,5787543695,1715587.0
The Remix,43131138,6335.0
When Christmas Comes Around...,287756423,43737.0
Wicked: For Good,86415396,540923.0
Wicked: OST,789440846,717381.0
Wicked: One Wonderful Night,20097238,74787.0
Yours Truly,2220761959,789981.0
Yours Truly (Tenth Anniversary Edition),2280732989,825010.0
k bye for now,345990668,106224.0
"thank u, next",9252468411,3762962.0
eternal sunshine deluxe: brighter days ahead,6391570487,5441948.0
