Base_Name,Total_Num,Daily_Raw
After Hours,2143050132,826592.0
Christmas & Chill,1921657669,77707.0
Christmas Kisses,2199301478,73622.0
Dangerous Woman,8757794535,3265190.0
My Everything,8578339490,3373202.0
Positions,6438814714,1619538.0
Starboy,1272803967,459061.0
Sweet Talker,1660618015,420829.0
Sweetener,5865676522,1408212.0
The Remix,43439437,5857.0
When Christmas Comes Around...,288521236,7463.0
Wicked: For Good,101793494,199217.0
Wicked: OST,814655512,393086.0
Wicked: One Wonderful Night,22406507,30818.0
Yours Truly,2258810151,643643.0
Yours Truly (Tenth Anniversary Edition),2320328717,670368.0
k bye for now,350803677,84703.0
"thank u, next",9425480855,3109127.0
eternal sunshine deluxe: brighter days ahead,6623731656,3866333.0
