Base_Name,Total_Num,Daily_Raw
After Hours,2053016294,1141826
Christmas & Chill,1784187592,4477263
Christmas Kisses,2037834035,5180385
Dangerous Woman,8428280028,4090783
My Everything,8267940361,3529081
Positions,6282114958,2104277
Starboy,1232612168,541406
Sweet Talker,1620213834,485713
Sweetener,5731636432,1831666
The Remix,42926024,5200
When Christmas Comes Around...,241300660,1516283
Wicked: For Good,60243200,1396292
Wicked: OST,757627280,1415763
Wicked: One Wonderful Night,16510103,185998
Yours Truly,2195188280,827238
Yours Truly (Tenth Anniversary Edition),2254078803,864205
k bye for now,342583775,111101
"thank u, next",9128831159,3921154
eternal sunshine deluxe: brighter days ahead,6214950539,5943774
