Base_Name,Total_Num,Daily_Raw
After Hours,2149482386,0.0
Christmas & Chill,1922355562,75642.0
Christmas Kisses,2199954843,70819.0
Dangerous Woman,8790950493,3418453.0
My Everything,8612652523,3803037.0
Positions,6454761946,1767621.0
Starboy,1276841277,438999.0
Sweet Talker,1664893236,474154.0
Sweetener,5880005153,1598854.0
The Remix,43497392,6582.0
When Christmas Comes Around...,288595913,8234.0
Wicked: For Good,103823913,239692.0
Wicked: OST,818524750,426985.0
Wicked: One Wonderful Night,22713347,34318.0
Yours Truly,2265068806,398690.0
Yours Truly (Tenth Anniversary Edition),2326862298,430461.0
k bye for now,351671490,97785.0
"thank u, next",9455004699,3324260.0
eternal sunshine deluxe: brighter days ahead,6663045343,4167465.0
