Base_Name,Total_Num,Daily_Raw
After Hours,2059496007,1005461.0
Christmas & Chill,1814970577,4751383.0
Christmas Kisses,2074041735,5582407.0
Dangerous Woman,8452787645,4056577.0
My Everything,8290163010,3606753.0
Positions,6294163816,1991066.0
Starboy,1235742766,526934.0
Sweet Talker,1623107785,470572.0
Sweetener,5742136963,1689665.0
The Remix,42962264,5519.0
When Christmas Comes Around...,251995729,1637386.0
Wicked: For Good,67425296,1073659.0
Wicked: OST,765265987,1149127.0
Wicked: One Wonderful Night,17523556,155367.0
Yours Truly,2200096917,785305.0
Yours Truly (Tenth Anniversary Edition),2259194782,818122.0
k bye for now,343225751,105244.0
"thank u, next",9151272903,3667739.0
eternal sunshine deluxe: brighter days ahead,6247721392,5219453.0
