Base_Name,Total_Num,Daily_Raw
After Hours,2133218835,1066676
Christmas & Chill,1920819508,88856
Christmas Kisses,2198511570,82535
Dangerous Woman,8720154294,4007211
My Everything,8540075137,4048668
Positions,6420322822,2019739
Starboy,1267994702,497714
Sweet Talker,1655785072,470506
Sweetener,5850057111,1595166
The Remix,43373236,6538
When Christmas Comes Around...,288428610,9679
Wicked: For Good,99522410,252423
Wicked: OST,810262716,459803
Wicked: One Wonderful Night,22046094,39400
Yours Truly,2251218840,820727
Yours Truly (Tenth Anniversary Edition),2312422719,854502
k bye for now,349847026,108083
"thank u, next",9391691350,3527014
eternal sunshine deluxe: brighter days ahead,6578231026,4832202
