Base_Name,Total_Num,Daily_Raw
After Hours,2070026585,822827.0
Christmas & Chill,1900448437,14623628.0
Christmas Kisses,2175593093,17724309.0
Dangerous Woman,8492690143,2919477.0
My Everything,8326390658,2580971.0
Positions,6313161537,1374401.0
Starboy,1240483986,370680.0
Sweet Talker,1627942777,377286.0
Sweetener,5758805865,1104803.0
The Remix,43020412,4129.0
When Christmas Comes Around...,282788087,5665201.0
Wicked: For Good,75721394,484006.0
Wicked: OST,775280363,654389.0
Wicked: One Wonderful Night,18668223,67057.0
Yours Truly,2207635560,535903.0
Yours Truly (Tenth Anniversary Edition),2267053714,557998.0
k bye for now,344239399,71239.0
"thank u, next",9188064207,2797093.0
eternal sunshine deluxe: brighter days ahead,6298835673,3685923.0
