Base_Name,Total_Num,Daily_Raw
After Hours,2042354192,1069570.0
Christmas & Chill,1735904341,4351111.0
Christmas Kisses,1982216035,4969954.0
Dangerous Woman,8388334364,3977659.0
My Everything,8232681386,3532548.0
Positions,6261826484,1870321.0
Starboy,1227473072,496564.0
Sweet Talker,1615245279,518099.0
Sweetener,5714792556,1518838.0
The Remix,42876846,5353.0
Wicked: For Good,42349031,2436463.0
Wicked: OST,740003574,2301365.0
Wicked: One Wonderful Night,14116108,327868.0
Yours Truly,2186992598,793248.0
Yours Truly (Tenth Anniversary Edition),2245523442,826552.0
k bye for now,341510527,95540.0
"thank u, next",9092344592,3461949.0
eternal sunshine deluxe: brighter days ahead,6156265651,5141177.0
